opt0,opt1,opt2,opt3,opt4,opt5,opt6,opt7,opt8,opt9
"(50.0, [84.06614847380408, 66.23791977505348, 74.18654566341193])","(50.0, [68.68656099830244, 58.5288764832832, 4.584128318007608])","(50.0, [67.79278799817723, 91.46050397630539, 95.26012607792995])","(50.0, [66.96641550387412, 18.640140677072015, 65.44669709128905])","(50.0, [55.34010793170145, 90.45627465329258, 75.0895917899778])","(50.0, [21.501416341531264, 79.9630936536505, 51.119756165494465])","(50.0, [21.297682686309514, 95.83924327148117, 30.059210407593717])","(50.0, [7.347168528417702, 13.10681384944614, 70.88917063542844])","(50.0, [1.4569060294222114, 57.26162106305358, 67.62894752166179])","(50.0, [1.23514060766734, 2.21846841825869, 8.33155845168334])"
"(50.0, [84.06614847380408, 66.23791977505348, 74.18654566341193])","(50.0, [68.68656099830244, 58.5288764832832, 4.584128318007608])","(50.0, [67.79278799817723, 91.46050397630539, 95.26012607792995])","(50.0, [66.96641550387412, 18.640140677072015, 65.44669709128905])","(50.0, [55.34010793170145, 90.45627465329258, 75.0895917899778])","(50.0, [21.501416341531264, 79.9630936536505, 51.119756165494465])","(50.0, [21.297682686309514, 95.83924327148117, 30.059210407593717])","(50.0, [7.347168528417702, 13.10681384944614, 70.88917063542844])","(50.0, [1.4569060294222114, 57.26162106305358, 67.62894752166179])","(50.0, [1.23514060766734, 2.21846841825869, 8.33155845168334])"
"(50.0, [84.06614847380408, 66.23791977505348, 74.18654566341193])","(50.0, [68.68656099830244, 58.5288764832832, 4.584128318007608])","(50.0, [67.79278799817723, 91.46050397630539, 95.26012607792995])","(50.0, [66.96641550387412, 18.640140677072015, 65.44669709128905])","(50.0, [55.34010793170145, 90.45627465329258, 75.0895917899778])","(50.0, [21.501416341531264, 79.9630936536505, 51.119756165494465])","(50.0, [21.297682686309514, 95.83924327148117, 30.059210407593717])","(50.0, [7.347168528417702, 13.10681384944614, 70.88917063542844])","(50.0, [1.4569060294222114, 57.26162106305358, 67.62894752166179])","(50.0, [1.23514060766734, 2.21846841825869, 8.33155845168334])"
"(50.0, [84.06614847380408, 66.23791977505348, 74.18654566341193])","(50.0, [68.68656099830244, 58.5288764832832, 4.584128318007608])","(50.0, [67.79278799817723, 91.46050397630539, 95.26012607792995])","(50.0, [66.96641550387412, 18.640140677072015, 65.44669709128905])","(50.0, [55.34010793170145, 90.45627465329258, 75.0895917899778])","(50.0, [21.501416341531264, 79.9630936536505, 51.119756165494465])","(50.0, [21.297682686309514, 95.83924327148117, 30.059210407593717])","(50.0, [7.347168528417702, 13.10681384944614, 70.88917063542844])","(50.0, [1.4569060294222114, 57.26162106305358, 67.62894752166179])","(50.0, [1.23514060766734, 2.21846841825869, 8.33155845168334])"
"(50.0, [84.06614847380408, 66.23791977505348, 74.18654566341193])","(50.0, [68.68656099830244, 58.5288764832832, 4.584128318007608])","(50.0, [67.79278799817723, 91.46050397630539, 95.26012607792995])","(50.0, [66.96641550387412, 18.640140677072015, 65.44669709128905])","(50.0, [55.34010793170145, 90.45627465329258, 75.0895917899778])","(50.0, [21.501416341531264, 79.9630936536505, 51.119756165494465])","(50.0, [21.297682686309514, 95.83924327148117, 30.059210407593717])","(50.0, [7.347168528417702, 13.10681384944614, 70.88917063542844])","(50.0, [1.4569060294222114, 57.26162106305358, 67.62894752166179])","(50.0, [1.23514060766734, 2.21846841825869, 8.33155845168334])"
"(50.0, [84.06614847380408, 66.23791977505348, 74.18654566341193])","(50.0, [68.68656099830244, 58.5288764832832, 4.584128318007608])","(50.0, [67.79278799817723, 91.46050397630539, 95.26012607792995])","(50.0, [66.96641550387412, 18.640140677072015, 65.44669709128905])","(50.0, [55.34010793170145, 90.45627465329258, 75.0895917899778])","(50.0, [21.501416341531264, 79.9630936536505, 51.119756165494465])","(50.0, [21.297682686309514, 95.83924327148117, 30.059210407593717])","(50.0, [7.347168528417702, 13.10681384944614, 70.88917063542844])","(50.0, [1.4569060294222114, 57.26162106305358, 67.62894752166179])","(50.0, [1.23514060766734, 2.21846841825869, 8.33155845168334])"
"(50.0, [84.06614847380408, 66.23791977505348, 74.18654566341193])","(50.0, [68.68656099830244, 58.5288764832832, 4.584128318007608])","(50.0, [67.79278799817723, 91.46050397630539, 95.26012607792995])","(50.0, [66.96641550387412, 18.640140677072015, 65.44669709128905])","(50.0, [55.34010793170145, 90.45627465329258, 75.0895917899778])","(50.0, [21.501416341531264, 79.9630936536505, 51.119756165494465])","(50.0, [21.297682686309514, 95.83924327148117, 30.059210407593717])","(50.0, [7.347168528417702, 13.10681384944614, 70.88917063542844])","(50.0, [1.4569060294222114, 57.26162106305358, 67.62894752166179])","(50.0, [1.23514060766734, 2.21846841825869, 8.33155845168334])"
"(50.0, [84.06614847380408, 66.23791977505348, 74.18654566341193])","(50.0, [68.68656099830244, 58.5288764832832, 4.584128318007608])","(50.0, [67.79278799817723, 91.46050397630539, 95.26012607792995])","(50.0, [66.96641550387412, 18.640140677072015, 65.44669709128905])","(50.0, [55.34010793170145, 90.45627465329258, 75.0895917899778])","(50.0, [21.501416341531264, 79.9630936536505, 51.119756165494465])","(50.0, [21.297682686309514, 95.83924327148117, 30.059210407593717])","(50.0, [7.347168528417702, 13.10681384944614, 70.88917063542844])","(50.0, [1.4569060294222114, 57.26162106305358, 67.62894752166179])","(50.0, [1.23514060766734, 2.21846841825869, 8.33155845168334])"
"(50.0, [84.06614847380408, 66.23791977505348, 74.18654566341193])","(50.0, [68.68656099830244, 58.5288764832832, 4.584128318007608])","(50.0, [67.79278799817723, 91.46050397630539, 95.26012607792995])","(50.0, [66.96641550387412, 18.640140677072015, 65.44669709128905])","(50.0, [55.34010793170145, 90.45627465329258, 75.0895917899778])","(50.0, [21.501416341531264, 79.9630936536505, 51.119756165494465])","(50.0, [21.297682686309514, 95.83924327148117, 30.059210407593717])","(50.0, [7.347168528417702, 13.10681384944614, 70.88917063542844])","(50.0, [1.4569060294222114, 57.26162106305358, 67.62894752166179])","(50.0, [1.23514060766734, 2.21846841825869, 8.33155845168334])"
"(50.0, [84.06614847380408, 66.23791977505348, 74.18654566341193])","(50.0, [68.68656099830244, 58.5288764832832, 4.584128318007608])","(50.0, [67.79278799817723, 91.46050397630539, 95.26012607792995])","(50.0, [66.96641550387412, 18.640140677072015, 65.44669709128905])","(50.0, [55.34010793170145, 90.45627465329258, 75.0895917899778])","(50.0, [21.501416341531264, 79.9630936536505, 51.119756165494465])","(50.0, [21.297682686309514, 95.83924327148117, 30.059210407593717])","(50.0, [7.347168528417702, 13.10681384944614, 70.88917063542844])","(50.0, [1.4569060294222114, 57.26162106305358, 67.62894752166179])","(50.0, [1.23514060766734, 2.21846841825869, 8.33155845168334])"
"(50.0, [84.06614847380408, 66.23791977505348, 74.18654566341193])","(50.0, [68.68656099830244, 58.5288764832832, 4.584128318007608])","(50.0, [67.79278799817723, 91.46050397630539, 95.26012607792995])","(50.0, [66.96641550387412, 18.640140677072015, 65.44669709128905])","(50.0, [55.34010793170145, 90.45627465329258, 75.0895917899778])","(50.0, [21.501416341531264, 79.9630936536505, 51.119756165494465])","(50.0, [21.297682686309514, 95.83924327148117, 30.059210407593717])","(50.0, [7.347168528417702, 13.10681384944614, 70.88917063542844])","(50.0, [1.4569060294222114, 57.26162106305358, 67.62894752166179])","(50.0, [1.23514060766734, 2.21846841825869, 8.33155845168334])"
"(50.0, [84.06614847380408, 66.23791977505348, 74.18654566341193])","(50.0, [68.68656099830244, 58.5288764832832, 4.584128318007608])","(50.0, [67.79278799817723, 91.46050397630539, 95.26012607792995])","(50.0, [66.96641550387412, 18.640140677072015, 65.44669709128905])","(50.0, [55.34010793170145, 90.45627465329258, 75.0895917899778])","(50.0, [21.501416341531264, 79.9630936536505, 51.119756165494465])","(50.0, [21.297682686309514, 95.83924327148117, 30.059210407593717])","(50.0, [7.347168528417702, 13.10681384944614, 70.88917063542844])","(50.0, [1.4569060294222114, 57.26162106305358, 67.62894752166179])","(50.0, [1.23514060766734, 2.21846841825869, 8.33155845168334])"
"(50.0, [84.06614847380408, 66.23791977505348, 74.18654566341193])","(50.0, [68.68656099830244, 58.5288764832832, 4.584128318007608])","(50.0, [67.79278799817723, 91.46050397630539, 95.26012607792995])","(50.0, [66.96641550387412, 18.640140677072015, 65.44669709128905])","(50.0, [55.34010793170145, 90.45627465329258, 75.0895917899778])","(50.0, [21.501416341531264, 79.9630936536505, 51.119756165494465])","(50.0, [21.297682686309514, 95.83924327148117, 30.059210407593717])","(50.0, [7.347168528417702, 13.10681384944614, 70.88917063542844])","(50.0, [1.4569060294222114, 57.26162106305358, 67.62894752166179])","(50.0, [1.23514060766734, 2.21846841825869, 8.33155845168334])"
"(50.0, [84.06614847380408, 66.23791977505348, 74.18654566341193])","(50.0, [68.68656099830244, 58.5288764832832, 4.584128318007608])","(50.0, [67.79278799817723, 91.46050397630539, 95.26012607792995])","(50.0, [66.96641550387412, 18.640140677072015, 65.44669709128905])","(50.0, [55.34010793170145, 90.45627465329258, 75.0895917899778])","(50.0, [21.501416341531264, 79.9630936536505, 51.119756165494465])","(50.0, [21.297682686309514, 95.83924327148117, 30.059210407593717])","(50.0, [7.347168528417702, 13.10681384944614, 70.88917063542844])","(50.0, [1.4569060294222114, 57.26162106305358, 67.62894752166179])","(50.0, [1.23514060766734, 2.21846841825869, 8.33155845168334])"
"(50.0, [84.06614847380408, 66.23791977505348, 74.18654566341193])","(50.0, [68.68656099830244, 58.5288764832832, 4.584128318007608])","(50.0, [67.79278799817723, 91.46050397630539, 95.26012607792995])","(50.0, [66.96641550387412, 18.640140677072015, 65.44669709128905])","(50.0, [55.34010793170145, 90.45627465329258, 75.0895917899778])","(50.0, [21.501416341531264, 79.9630936536505, 51.119756165494465])","(50.0, [21.297682686309514, 95.83924327148117, 30.059210407593717])","(50.0, [7.347168528417702, 13.10681384944614, 70.88917063542844])","(50.0, [1.4569060294222114, 57.26162106305358, 67.62894752166179])","(50.0, [1.23514060766734, 2.21846841825869, 8.33155845168334])"
"(50.0, [84.06614847380408, 66.23791977505348, 74.18654566341193])","(50.0, [68.68656099830244, 58.5288764832832, 4.584128318007608])","(50.0, [67.79278799817723, 91.46050397630539, 95.26012607792995])","(50.0, [66.96641550387412, 18.640140677072015, 65.44669709128905])","(50.0, [55.34010793170145, 90.45627465329258, 75.0895917899778])","(50.0, [21.501416341531264, 79.9630936536505, 51.119756165494465])","(50.0, [21.297682686309514, 95.83924327148117, 30.059210407593717])","(50.0, [7.347168528417702, 13.10681384944614, 70.88917063542844])","(50.0, [1.4569060294222114, 57.26162106305358, 67.62894752166179])","(50.0, [1.23514060766734, 2.21846841825869, 8.33155845168334])"
